1.000000; 1.000000; -1.000000;,
1.000000; -1.000000; -1.000000;,
-1.000000; -1.000000; -1.000000;,
-1.000000; 1.000000; -1.000000;,
1.000000; 1.000000; -1.000000;,
1.000000; 1.000000; 1.000000;,
1.000000; -1.000000; 1.000000;,
1.000000; -1.000000; -1.000000;,
1.000000; -1.000000; -1.000000;,
1.000000; -1.000000; 1.000000;,
-1.000000; -1.000000; 1.000000;,
-1.000000; -1.000000; -1.000000;,
-1.000000; -1.000000; -1.000000;,
-1.000000; -1.000000; 1.000000;,
-1.000000; 1.000000; 1.000000;,
-1.000000; 1.000000; -1.000000;,
1.000000; 1.000000; 1.000000;,
1.000000; 1.000000; -1.000000;,
-1.000000; 1.000000; -1.000000;,
-1.000000; 1.000000; 1.000000;,
-1.000000; 1.000000; 1.000000;,
-1.000000; -1.000000; 1.000000;,
-0.500000; -0.500000; 2.000000;,
-0.500000; 0.500000; 2.000000;,
-1.000000; -1.000000; 1.000000;,
1.000000; -1.000000; 1.000000;,
0.500000; -0.500000; 2.000000;,
-0.500000; -0.500000; 2.000000;,
1.000000; 1.000000; 1.000000;,
-1.000000; 1.000000; 1.000000;,
-0.500000; 0.500000; 2.000000;,
0.500000; 0.500000; 2.000000;,
1.000000; -1.000000; 1.000000;,
1.000000; 1.000000; 1.000000;,
0.500000; 0.500000; 2.000000;,
0.500000; -0.500000; 2.000000;,
0.500000; -0.500000; 2.000000;,
0.500000; 0.500000; 2.000000;,
0.500000; 0.500000; 4.000000;,
0.500000; -0.500000; 4.000000;,
0.500000; 0.500000; 2.000000;,
-0.500000; 0.500000; 2.000000;,
-0.500000; 0.500000; 4.000000;,
0.500000; 0.500000; 4.000000;,
-0.500000; -0.500000; 2.000000;,
0.500000; -0.500000; 2.000000;,
0.500000; -0.500000; 4.000000;,
-0.500000; -0.500000; 4.000000;,
-0.500000; 0.500000; 2.000000;,
-0.500000; -0.500000; 2.000000;,
-0.500000; -0.500000; 4.000000;,
-0.500000; 0.500000; 4.000000;,
-0.500000; 0.500000; 4.000000;,
-0.500000; -0.500000; 4.000000;,
-0.200000; -0.200000; 5.000000;,
-0.200000; 0.200000; 5.000000;,
-0.500000; -0.500000; 4.000000;,
0.500000; -0.500000; 4.000000;,
0.200000; -0.200000; 5.000000;,
-0.200000; -0.200000; 5.000000;,
0.500000; 0.500000; 4.000000;,
-0.500000; 0.500000; 4.000000;,
-0.200000; 0.200000; 5.000000;,
0.200000; 0.200000; 5.000000;,
0.500000; -0.500000; 4.000000;,
0.500000; 0.500000; 4.000000;,
0.200000; 0.200000; 5.000000;,
0.200000; -0.200000; 5.000000;,
0.200000; -0.200000; 5.000000;,
0.200000; 0.200000; 5.000000;,
0.200000; 0.200000; 7.000000;,
0.200000; -0.200000; 7.000000;,
0.200000; 0.200000; 5.000000;,
-0.200000; 0.200000; 5.000000;,
-0.200000; 0.200000; 7.000000;,
0.200000; 0.200000; 7.000000;,
-0.200000; -0.200000; 5.000000;,
0.200000; -0.200000; 5.000000;,
0.200000; -0.200000; 7.000000;,
-0.200000; -0.200000; 7.000000;,
-0.200000; 0.200000; 5.000000;,
-0.200000; -0.200000; 5.000000;,
-0.200000; -0.200000; 7.000000;,
-0.200000; 0.200000; 7.000000;,
-0.200000; 0.200000; 7.000000;,
-0.200000; -0.200000; 7.000000;,
-0.340000; -0.340000; 8.000000;,
-0.340000; 0.340000; 8.000000;,
-0.200000; -0.200000; 7.000000;,
0.200000; -0.200000; 7.000000;,
0.340000; -0.340000; 8.000000;,
-0.340000; -0.340000; 8.000000;,
0.200000; 0.200000; 7.000000;,
-0.200000; 0.200000; 7.000000;,
-0.340000; 0.340000; 8.000000;,
0.340000; 0.340000; 8.000000;,
0.200000; -0.200000; 7.000000;,
0.200000; 0.200000; 7.000000;,
0.340000; 0.340000; 8.000000;,
0.340000; -0.340000; 8.000000;,
0.340000; -0.340000; 8.000000;,
0.340000; 0.340000; 8.000000;,
0.340000; 0.340000; 9.000000;,
0.340000; -0.340000; 9.000000;,
0.340000; 0.340000; 8.000000;,
-0.340000; 0.340000; 8.000000;,
-0.340000; 0.340000; 9.000000;,
0.340000; 0.340000; 9.000000;,
-0.340000; -0.340000; 8.000000;,
0.340000; -0.340000; 8.000000;,
0.340000; -0.340000; 9.000000;,
-0.340000; -0.340000; 9.000000;,
-0.340000; 0.340000; 8.000000;,
-0.340000; -0.340000; 8.000000;,
-0.340000; -0.340000; 9.000000;,
-0.340000; 0.340000; 9.000000;,
-0.340000; 0.340000; 9.000000;,
-0.340000; -0.340000; 9.000000;,
-0.340000; -0.340000; 10.000000;,
-0.340000; 0.340000; 10.000000;,
-0.340000; -0.340000; 9.000000;,
0.340000; -0.340000; 9.000000;,
0.340000; -0.340000; 10.000000;,
-0.340000; -0.340000; 10.000000;,
0.340000; 0.340000; 9.000000;,
-0.340000; 0.340000; 9.000000;,
-0.340000; 0.340000; 10.000000;,
0.340000; 0.340000; 10.000000;,
0.340000; -0.340000; 9.000000;,
0.340000; 0.340000; 9.000000;,
0.340000; 0.340000; 10.000000;,
0.340000; -0.340000; 10.000000;,
0.340000; -0.340000; 10.000000;,
0.340000; 0.340000; 10.000000;,
0.340000; 0.340000; 11.000000;,
0.340000; -0.340000; 11.000000;,
0.340000; 0.340000; 10.000000;,
-0.340000; 0.340000; 10.000000;,
-0.340000; 0.340000; 11.000000;,
0.340000; 0.340000; 11.000000;,
-0.340000; -0.340000; 10.000000;,
0.340000; -0.340000; 10.000000;,
0.340000; -0.340000; 11.000000;,
-0.340000; -0.340000; 11.000000;,
-0.340000; 0.340000; 10.000000;,
-0.340000; -0.340000; 10.000000;,
-0.340000; -0.340000; 11.000000;,
-0.340000; 0.340000; 11.000000;,
-0.340000; 0.340000; 11.000000;,
-0.340000; -0.340000; 11.000000;,
-0.161800; -0.161800; 12.000000;,
-0.161800; 0.161800; 12.000000;,
-0.340000; -0.340000; 11.000000;,
0.340000; -0.340000; 11.000000;,
0.161800; -0.161800; 12.000000;,
-0.161800; -0.161800; 12.000000;,
0.340000; 0.340000; 11.000000;,
-0.340000; 0.340000; 11.000000;,
-0.161800; 0.161800; 12.000000;,
0.161800; 0.161800; 12.000000;,
0.340000; -0.340000; 11.000000;,
0.340000; 0.340000; 11.000000;,
0.161800; 0.161800; 12.000000;,
0.161800; -0.161800; 12.000000;,
0.161800; -0.161800; 12.000000;,
0.161800; 0.161800; 12.000000;,
0.161800; 0.161800; 13.000000;,
0.161800; -0.161800; 13.000000;,
0.161800; 0.161800; 12.000000;,
-0.161800; 0.161800; 12.000000;,
-0.161800; 0.161800; 13.000000;,
0.161800; 0.161800; 13.000000;,
-0.161800; -0.161800; 12.000000;,
0.161800; -0.161800; 12.000000;,
